#Task Selector: 5
#PID Parameters: kp: 0.09, kd: 0.04, ki: 0.04
#n_pos: 5
#n_vel: 15
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
8906040 80.00 0.00 0.00 0.00 83.68 4.23 84.51 2.78 -85.04 74.91 -6.07 30.19
8923055 80.00 0.00 0.00 0.00 83.68 4.23 84.23 3.27 0.00 0.00 -0.57 16.11
8939169 80.00 0.00 0.00 0.00 83.69 3.03 84.23 3.27 0.40 -70.87 -6.45 11.44
8953904 80.00 0.00 0.00 0.00 82.32 3.04 83.68 3.51 -84.71 0.50 -12.05 6.55
8970317 80.00 0.00 0.00 0.00 83.69 3.03 83.41 3.51 92.63 -0.55 -5.87 6.51
8986918 80.00 0.00 0.00 0.00 83.68 4.23 83.41 3.51 -0.42 73.47 -5.95 16.57
9002794 80.00 0.00 0.00 0.00 85.05 5.44 83.68 3.75 82.34 72.43 11.12 11.18
9019472 80.00 0.00 0.00 0.00 83.69 3.03 83.68 3.75 -85.67 -151.70 -0.21 1.10
9035111 80.00 0.00 0.00 0.00 83.69 3.03 83.96 3.75 0.00 0.00 5.20 5.87
9052463 80.00 0.00 0.00 0.00 83.69 3.03 83.96 3.75 0.00 0.00 -5.97 1.00
9067860 80.00 0.00 0.00 0.00 82.31 5.44 83.68 3.99 -79.31 139.16 -0.13 15.13
9084250 80.00 0.00 0.00 0.00 83.69 3.03 83.41 3.51 89.38 -156.83 -5.41 4.76
9100947 80.00 0.00 0.00 0.00 83.67 5.44 83.41 3.99 -0.69 147.14 0.39 9.42
9117353 80.00 0.00 0.00 0.00 83.68 4.23 83.41 4.23 0.26 -72.21 -4.76 9.16
9133168 80.00 0.00 0.00 0.00 85.05 4.23 83.68 4.47 83.59 -0.35 0.85 3.67
9149734 80.00 0.00 0.00 0.00 82.32 3.04 83.68 3.99 -172.59 -75.38 -4.98 -6.35
9165604 80.00 0.00 0.00 0.00 82.32 3.04 83.41 4.00 0.00 0.00 -4.98 -6.35
9181731 80.00 0.00 0.00 0.00 83.69 3.03 83.41 3.51 86.01 -0.51 0.72 -1.65
9197595 80.00 0.00 0.00 0.00 83.69 3.03 83.41 3.27 0.00 0.00 6.37 -1.69
9214207 80.00 0.00 0.00 0.00 83.69 1.82 83.14 2.79 0.59 -76.04 0.23 -6.72
9230919 80.00 0.00 0.00 0.00 82.32 3.04 83.14 2.79 -82.73 73.10 -5.25 -6.75
9246695 80.00 0.00 0.00 0.00 83.67 5.44 83.41 3.27 81.00 143.82 -5.34 -1.99
9263368 80.00 0.00 0.00 0.00 82.31 4.24 83.14 3.51 -86.24 -76.07 -5.38 3.06
9279323 80.00 0.00 0.00 0.00 83.69 3.03 83.14 3.51 82.27 -72.67 0.10 -1.79
9295585 80.00 0.00 0.00 0.00 82.32 3.04 82.86 3.76 -85.55 0.51 -5.60 -1.75
9311685 80.00 0.00 0.00 0.00 83.68 4.23 83.13 4.00 83.51 73.66 5.25 -6.12
9328849 80.00 0.00 0.00 0.00 82.32 3.04 82.86 3.52 -84.35 -74.40 -6.33 -0.63
9344524 80.00 0.00 0.00 0.00 82.33 1.83 82.87 3.03 0.54 -70.14 -6.25 -15.11
9361203 80.00 0.00 0.00 0.00 83.68 4.23 82.87 3.27 86.05 153.22 -0.53 -0.08
9377738 80.00 0.00 0.00 0.00 82.31 5.44 82.86 3.76 -82.09 72.48 -11.57 4.77
9393888 80.00 0.00 0.00 0.00 82.32 3.04 82.59 3.52 0.68 -145.55 -0.02 0.09
9409605 80.00 0.00 0.00 0.00 85.05 4.23 83.14 3.75 169.01 73.82 11.25 5.02
9425963 80.00 0.00 0.00 0.00 82.31 4.24 83.13 4.24 -174.10 0.72 -6.09 5.10
9442945 80.00 0.00 0.00 0.00 85.06 3.02 83.41 3.99 167.70 -74.56 5.09 0.13
9458298 80.00 0.00 0.00 0.00 85.05 4.23 83.96 3.75 -0.41 71.16 5.02 9.94
9474754 80.00 0.00 0.00 0.00 85.06 3.02 84.51 3.75 0.45 -78.71 10.56 -0.18
9490719 80.00 0.00 0.00 0.00 85.06 3.02 84.51 3.51 0.00 0.00 5.16 -9.77
9507089 80.00 0.00 0.00 0.00 82.31 4.24 84.51 3.51 -171.83 76.40 -0.54 0.40
9522672 80.00 0.00 0.00 0.00 82.31 4.24 83.96 3.75 0.00 0.00 -6.03 5.24
9539480 80.00 0.00 0.00 0.00 82.32 3.04 83.41 3.51 0.44 -77.23 -0.29 0.06
9555197 80.00 0.00 0.00 0.00 82.31 4.24 82.86 3.76 -0.40 71.60 -5.89 -0.08
9571580 80.00 0.00 0.00 0.00 82.31 4.24 82.32 4.00 0.00 0.00 -0.26 4.88
9587988 80.00 0.00 0.00 0.00 82.31 5.44 82.31 4.24 -0.27 73.44 -0.32 14.45
9604527 80.00 0.00 0.00 0.00 83.69 3.03 82.59 4.00 83.87 -147.17 -0.46 -5.57
9620532 80.00 0.00 0.00 0.00 85.06 3.02 83.14 3.99 82.92 -0.49 10.54 -10.44
9637063 80.00 0.00 0.00 0.00 83.69 3.03 83.41 3.75 -85.69 0.51 4.78 -0.70
9652868 80.00 0.00 0.00 0.00 85.07 1.81 83.96 3.27 83.53 -73.61 -0.92 -10.53
9669313 80.00 0.00 0.00 0.00 82.31 4.24 83.96 3.03 -174.16 153.65 -0.92 -0.33
9685392 80.00 0.00 0.00 0.00 82.32 3.04 83.69 3.03 0.41 -73.18 -12.08 -0.24
9702641 80.00 0.00 0.00 0.00 83.69 3.03 83.41 3.03 84.89 -0.50 -6.39 -5.02
9718199 80.00 0.00 0.00 0.00 83.69 3.03 83.41 3.03 0.00 0.00 -6.42 0.23
9734526 80.00 0.00 0.00 0.00 85.07 1.81 83.41 3.03 88.76 -78.22 -0.50 -4.99
9751368 80.00 0.00 0.00 0.00 83.69 3.03 83.69 2.79 -84.58 74.53 5.31 -5.11
9767892 80.00 0.00 0.00 0.00 82.32 3.04 83.69 2.79 -81.05 0.48 -0.09 -5.08
9784770 80.00 0.00 0.00 0.00 85.06 3.02 83.96 2.78 165.60 -0.98 10.92 0.00
9799475 80.00 0.00 0.00 0.00 82.32 3.04 83.69 2.79 -162.13 0.96 0.14 -4.71
9816797 80.00 0.00 0.00 0.00 82.32 3.04 83.14 3.03 0.00 0.00 0.14 -4.71
9831864 80.00 0.00 0.00 0.00 83.69 1.82 83.14 2.79 79.34 -70.11 5.45 -14.28
9848297 80.00 0.00 0.00 0.00 82.31 4.24 83.14 3.03 -91.66 160.47 -6.25 6.23
9864869 80.00 0.00 0.00 0.00 83.69 3.03 82.87 3.03 83.48 -73.73 -6.22 1.35
9881621 80.00 0.00 0.00 0.00 82.31 5.44 82.86 3.51 -83.04 145.71 -6.04 11.03
9897897 80.00 0.00 0.00 0.00 82.31 4.24 82.86 3.75 0.26 -71.83 -11.59 11.15
9913188 80.00 0.00 0.00 0.00 82.33 1.83 82.59 3.76 0.99 -147.91 0.08 -8.95
9929933 80.00 0.00 0.00 0.00 79.60 5.45 82.05 4.00 -178.58 236.53 -11.85 11.70
9946083 80.00 0.00 0.00 0.00 83.69 3.03 82.05 4.00 244.04 -144.58 -1.24 2.09
9961233 80.00 0.00 0.00 0.00 82.31 4.24 82.05 3.76 -84.94 75.02 -6.90 7.09
9977558 80.00 0.00 0.00 0.00 79.60 5.45 81.51 4.00 -179.19 79.83 -24.76 17.63
9993897 80.00 0.00 0.00 0.00 83.69 3.03 81.78 4.24 250.32 -148.30 -2.44 2.77
10009752 80.00 0.00 0.00 0.00 82.31 5.44 82.32 4.24 -84.22 147.79 -2.65 12.59
10026543 80.00 0.00 0.00 0.00 82.31 5.44 82.04 4.72 0.00 0.00 -13.69 12.66
10042465 80.00 0.00 0.00 0.00 83.68 4.23 82.32 4.72 81.55 -71.99 2.56 7.79
10058142 80.00 0.00 0.00 0.00 83.68 4.23 83.13 4.48 0.00 0.00 2.56 7.79
10074908 80.00 0.00 0.00 0.00 83.69 3.03 83.13 4.48 0.44 -76.92 -2.70 7.34
10091091 80.00 0.00 0.00 0.00 83.68 4.23 83.41 4.23 -0.41 71.93 3.38 1.44
10107481 80.00 0.00 0.00 0.00 83.68 4.23 83.68 3.99 0.00 0.00 -2.19 6.35
10123799 80.00 0.00 0.00 0.00 83.69 3.03 83.68 3.75 0.42 -73.58 3.38 -8.27
10140187 80.00 0.00 0.00 0.00 82.32 3.04 83.41 3.51 -83.65 0.49 -2.22 -3.45
10156243 80.00 0.00 0.00 0.00 85.05 4.23 83.68 3.75 166.55 72.75 8.82 11.26
10172497 80.00 0.00 0.00 0.00 85.06 3.02 83.96 3.51 0.43 -75.26 20.76 -9.52
10189950 80.00 0.00 0.00 0.00 83.68 4.23 83.96 3.51 -84.80 74.69 -1.17 5.10
10205401 80.00 0.00 0.00 0.00 82.32 3.04 83.69 3.51 -77.81 -68.63 -0.69 -4.48
10221177 80.00 0.00 0.00 0.00 83.69 3.03 83.96 3.51 88.34 -0.52 17.14 -9.84
10237304 80.00 0.00 0.00 0.00 85.06 3.02 83.96 3.27 86.93 -0.52 6.25 0.02
10253778 80.00 0.00 0.00 0.00 85.07 1.81 83.96 3.03 0.58 -74.95 11.91 -14.83
10270349 80.00 0.00 0.00 0.00 85.07 1.81 84.24 2.54 0.00 0.00 11.91 -14.83
10286009 80.00 0.00 0.00 0.00 82.32 3.04 84.24 2.54 -165.70 73.92 -4.58 -5.11
10302770 80.00 0.00 0.00 0.00 85.07 1.81 84.52 2.30 175.34 -78.22 7.11 -10.32
10318496 80.00 0.00 0.00 0.00 83.69 1.82 84.24 2.06 -81.83 0.63 1.63 -5.15
10335023 80.00 0.00 0.00 0.00 85.08 0.60 84.25 1.82 87.97 -77.57 7.52 -15.12
10351622 80.00 0.00 0.00 0.00 83.69 1.82 83.97 1.82 -83.71 73.81 1.94 -10.20
10367605 80.00 0.00 0.00 0.00 83.69 1.82 84.25 1.58 0.00 0.00 1.91 -5.29
10384101 80.00 0.00 0.00 0.00 83.71 0.62 83.97 1.34 0.74 -75.50 7.54 -10.36
10400022 80.00 0.00 0.00 0.00 85.07 1.81 84.25 1.33 82.43 72.51 1.93 -10.37
10417100 80.00 0.00 0.00 0.00 83.71 0.62 83.97 1.34 -85.41 -75.13 -3.79 -10.37
10433200 80.00 0.00 0.00 0.00 85.08 0.60 84.25 1.09 80.32 -0.77 7.21 -15.40
10448942 80.00 0.00 0.00 0.00 83.71 0.62 84.25 0.85 -85.20 0.81 6.72 -10.77
10465937 80.00 0.00 0.00 0.00 82.34 0.63 83.98 0.85 -86.72 0.82 -4.95 -10.68
10481515 80.00 0.00 0.00 0.00 83.69 1.82 83.71 0.86 79.63 70.25 -5.44 -5.96
10497424 80.00 0.00 0.00 0.00 83.69 1.82 83.70 1.10 0.00 0.00 -5.48 -0.96
10515026 80.00 0.00 0.00 0.00 82.34 0.63 83.16 1.10 -85.07 -75.04 -11.15 -5.97
10530495 80.00 0.00 0.00 0.00 83.69 1.82 83.15 1.34 76.89 67.82 5.03 -6.37
10546596 80.00 0.00 0.00 0.00 82.32 3.04 83.15 1.83 -88.84 78.50 -12.59 4.08
10563397 80.00 0.00 0.00 0.00 82.34 0.63 82.88 1.59 1.30 -149.57 -7.04 -5.94
10579342 80.00 0.00 0.00 0.00 82.32 3.04 82.60 1.83 -1.24 143.34 -12.99 8.79
10595002 80.00 0.00 0.00 0.00 85.07 1.81 83.15 2.07 172.21 -76.82 4.07 -1.25
10611034 80.00 0.00 0.00 0.00 82.33 1.83 82.88 2.07 -174.75 1.35 -7.58 -1.16
10628874 80.00 0.00 0.00 0.00 83.68 4.23 83.15 2.31 84.14 149.81 -2.02 13.86
10644233 80.00 0.00 0.00 0.00 85.06 3.02 83.69 2.79 77.26 -68.05 -2.37 4.49
10660787 80.00 0.00 0.00 0.00 85.05 4.23 84.24 3.03 -0.45 78.68 3.30 14.74
10677025 80.00 0.00 0.00 0.00 82.33 1.83 83.69 3.03 -164.33 -144.74 -13.01 5.14
10692763 80.00 0.00 0.00 0.00 83.69 3.03 83.96 3.27 83.49 73.64 -1.77 10.00
10709271 80.00 0.00 0.00 0.00 82.31 6.65 83.69 3.75 -87.56 229.88 -1.82 25.27
10725526 80.00 0.00 0.00 0.00 83.69 3.03 83.41 3.75 83.48 -219.16 -1.57 5.98
10741106 80.00 0.00 0.00 0.00 83.68 4.23 83.14 3.75 -0.42 74.19 -1.59 10.92
10757420 80.00 0.00 0.00 0.00 82.31 4.24 83.13 4.24 -87.61 0.36 -1.76 15.95
10773959 80.00 0.00 0.00 0.00 83.68 4.23 83.13 4.48 83.66 -0.34 -1.31 11.40
10790401 80.00 0.00 0.00 0.00 83.67 5.44 83.41 4.24 -0.27 72.90 4.59 11.03
10806194 80.00 0.00 0.00 0.00 82.31 4.24 83.13 4.48 -82.74 -72.99 -1.01 16.14
10822631 80.00 0.00 0.00 0.00 82.32 3.04 82.86 4.24 0.43 -76.20 -0.90 1.50
10839386 80.00 0.00 0.00 0.00 82.32 3.04 82.86 4.00 0.00 0.00 -12.38 6.62
10855314 80.00 0.00 0.00 0.00 85.05 4.23 83.14 4.00 162.91 71.16 10.13 11.27
10871522 80.00 0.00 0.00 0.00 83.69 3.03 83.14 3.51 -85.67 -75.36 -1.19 -3.74
10888254 80.00 0.00 0.00 0.00 83.68 4.23 83.41 3.51 -0.42 74.40 -6.37 5.76
10904950 80.00 0.00 0.00 0.00 85.06 3.02 83.96 3.51 82.38 -72.56 -0.84 -4.32
10919991 80.00 0.00 0.00 0.00 82.31 4.24 83.96 3.75 -164.30 73.05 -0.84 10.20
10936990 80.00 0.00 0.00 0.00 83.69 1.82 83.69 3.27 91.82 -160.75 -0.29 -5.43
10951998 80.00 0.00 0.00 0.00 82.32 3.04 83.41 3.27 -80.85 71.44 0.16 -15.99
10968266 80.00 0.00 0.00 0.00 82.33 1.83 83.14 2.79 0.62 -80.21 -5.36 -6.73
10984139 80.00 0.00 0.00 0.00 82.34 0.63 82.60 2.31 0.72 -74.03 -5.29 -16.61
11000708 80.00 0.00 0.00 0.00 83.69 1.82 82.88 1.83 85.26 75.21 6.24 -11.62
11017091 80.00 0.00 0.00 0.00 83.69 1.82 82.88 1.83 0.00 0.00 0.66 -11.60
11034278 80.00 0.00 0.00 0.00 82.34 0.63 82.88 1.35 -82.61 -72.87 -4.83 -21.31
11049724 80.00 0.00 0.00 0.00 82.33 1.83 82.88 1.35 -0.68 70.07 0.64 -11.78
11067079 80.00 0.00 0.00 0.00 82.34 0.63 82.88 1.35 0.76 -77.97 0.66 -11.89
11082071 80.00 0.00 0.00 0.00 83.71 0.62 82.88 1.11 78.66 -0.75 5.91 -11.94
11099140 80.00 0.00 0.00 0.00 82.34 0.63 82.61 0.87 -91.06 0.86 -11.03 -16.63
11114500 80.00 0.00 0.00 0.00 82.37 -1.78 82.62 0.38 1.79 -141.22 -5.19 -21.02
11130679 80.00 0.00 0.00 0.00 82.37 -1.78 82.63 -0.34 0.00 0.00 -5.17 -25.98
11147347 80.00 0.00 0.00 0.00 82.34 0.63 82.63 -0.34 -1.89 148.99 -10.78 -11.21
11163095 80.00 0.00 0.00 0.00 82.36 -0.58 82.36 -0.58 0.85 -72.29 0.23 -20.90
11179600 80.00 0.00 0.00 0.00 82.39 -2.99 82.37 -1.30 2.25 -153.17 -5.75 -20.40
11195500 80.00 0.00 0.00 0.00 79.64 -0.55 81.82 -1.05 -166.42 147.98 -11.45 -15.29
11212514 80.00 0.00 0.00 0.00 79.64 -0.55 81.28 -0.81 0.00 0.00 -11.49 -9.95
11228423 80.00 0.00 0.00 0.00 79.64 -0.55 80.74 -1.04 0.00 0.00 -11.54 -5.01
11244491 80.00 0.00 0.00 0.00 79.64 -0.55 80.19 -1.03 0.00 0.00 -17.22 -10.02
11260308 80.00 0.00 0.00 0.00 79.64 -0.55 79.64 -0.55 0.00 0.00 -17.22 -10.02
11276905 80.00 0.00 0.00 0.00 79.66 -1.75 79.65 -0.79 1.02 -75.92 -11.65 -10.23
11292859 80.00 0.00 0.00 0.00 81.03 -2.97 79.92 -1.27 82.63 -73.60 -6.09 -19.81
11309937 80.00 0.00 0.00 0.00 79.70 -4.15 79.94 -1.99 -83.48 -74.14 -11.71 -19.55
11325687 80.00 0.00 0.00 0.00 79.66 -1.75 79.94 -2.23 -2.31 140.78 -17.11 -10.11
11341969 80.00 0.00 0.00 0.00 81.03 -2.97 80.22 -2.72 87.07 -77.56 -5.23 -15.34
11358026 80.00 0.00 0.00 0.00 79.66 -1.75 80.22 -2.72 -84.22 75.02 -10.97 -0.93
11374412 80.00 0.00 0.00 0.00 79.70 -4.15 79.95 -2.95 2.46 -149.73 -10.80 -10.91
11390968 80.00 0.00 0.00 0.00 78.31 -1.73 79.67 -2.47 -84.56 147.78 -16.32 -10.99
11407181 80.00 0.00 0.00 0.00 79.66 -1.75 79.67 -2.47 81.31 -1.04 -10.95 -6.24
11424693 80.00 0.00 0.00 0.00 82.39 -2.99 79.95 -2.47 168.42 -76.58 0.13 -1.13
11439670 80.00 0.00 0.00 0.00 81.03 -2.97 80.22 -2.72 -77.62 1.14 6.05 -10.92
11455630 80.00 0.00 0.00 0.00 79.68 -2.95 80.22 -2.48 -90.32 1.32 0.03 -10.83
11471921 80.00 0.00 0.00 0.00 79.68 -2.95 80.49 -2.72 0.00 0.00 0.03 -10.83
11488156 80.00 0.00 0.00 0.00 79.68 -2.95 80.49 -2.96 0.00 0.00 0.03 -10.83
11504833 80.00 0.00 0.00 0.00 79.66 -1.75 79.95 -2.71 -1.14 74.02 -0.05 -5.90
11521281 80.00 0.00 0.00 0.00 81.03 -2.97 79.95 -2.71 82.23 -73.24 5.36 -5.72
11537243 80.00 0.00 0.00 0.00 79.64 -0.55 79.94 -2.23 -84.36 147.27 -5.77 9.00
11553280 80.00 0.00 0.00 0.00 81.03 -2.97 80.21 -2.24 86.93 -151.76 5.59 3.83
11569890 80.00 0.00 0.00 0.00 79.66 -1.75 80.21 -2.00 -85.51 76.17 0.04 -0.48
11585438 80.00 0.00 0.00 0.00 79.68 -2.95 80.21 -2.24 1.12 -72.35 -5.69 -0.13
11602054 80.00 0.00 0.00 0.00 79.72 -5.36 79.95 -2.71 2.84 -154.76 0.12 -15.45
11618461 80.00 0.00 0.00 0.00 81.03 -2.97 80.23 -3.20 78.76 143.62 5.21 4.11
11634652 80.00 0.00 0.00 0.00 81.01 -1.76 80.22 -2.96 -1.14 73.39 10.77 -0.85
11650792 80.00 0.00 0.00 0.00 79.66 -1.75 80.22 -2.96 -83.54 1.08 -0.22 -0.71
11667699 80.00 0.00 0.00 0.00 81.00 -0.56 80.48 -2.48 82.79 73.47 -5.93 9.29
11684162 80.00 0.00 0.00 0.00 81.03 -2.97 80.75 -2.00 2.08 -142.38 -0.62 -0.28
11700379 80.00 0.00 0.00 0.00 79.64 -0.55 80.47 -1.52 -84.28 147.14 -0.22 9.44
11715804 80.00 0.00 0.00 0.00 79.66 -1.75 80.20 -1.51 1.00 -74.05 -0.15 4.51
11734614 80.00 0.00 0.00 0.00 83.72 -0.59 81.01 -1.28 263.23 74.89 17.40 9.50
11747936 80.00 0.00 0.00 0.00 79.64 -0.55 80.74 -1.28 -216.72 2.43 3.03 4.73
11765048 80.00 0.00 0.00 0.00 82.36 -0.58 81.01 -0.80 203.52 -2.27 11.11 9.46
11781032 80.00 0.00 0.00 0.00 82.34 0.63 81.54 -0.57 -0.82 70.41 16.68 4.33
11799214 80.00 0.00 0.00 0.00 79.63 0.65 81.54 -0.09 -169.61 1.60 -0.42 14.56
11813274 80.00 0.00 0.00 0.00 82.37 -1.78 81.27 -0.32 150.79 -133.98 15.33 0.55
11829482 80.00 0.00 0.00 0.00 79.63 0.65 81.27 -0.08 -194.99 173.26 2.26 16.92
11846868 80.00 0.00 0.00 0.00 79.66 -1.75 80.73 -0.32 1.85 -148.14 2.19 17.36
11862366 80.00 0.00 0.00 0.00 82.36 -0.58 80.73 -0.56 155.01 67.33 7.28 12.28
11878755 80.00 0.00 0.00 0.00 80.97 1.84 81.00 -0.32 -89.32 156.13 1.40 17.79
11895488 80.00 0.00 0.00 0.00 82.36 -0.58 80.99 -0.08 84.47 -147.64 12.60 7.88
11911374 80.00 0.00 0.00 0.00 80.97 1.84 81.26 0.16 -82.73 144.60 1.56 12.62
11927141 80.00 0.00 0.00 0.00 79.64 -0.55 81.26 0.40 -83.53 -150.41 -4.14 12.09
11944198 80.00 0.00 0.00 0.00 81.01 -1.76 80.99 0.16 86.81 -77.27 7.26 -2.87
11958623 80.00 0.00 0.00 0.00 76.96 -0.52 80.19 -0.31 -237.70 73.16 -8.65 6.94
11974915 80.00 0.00 0.00 0.00 76.96 -0.52 79.11 -0.30 0.00 0.00 -26.20 1.95
11990905 80.00 0.00 0.00 0.00 79.66 -1.75 78.85 -1.02 165.84 -75.53 -0.69 -3.25
12007678 80.00 0.00 0.00 0.00 76.95 0.68 78.31 -0.77 -169.81 151.71 -25.58 7.02
12024004 80.00 0.00 0.00 0.00 81.01 -1.76 78.31 -0.77 242.53 -145.67 -9.36 -7.39
12040102 80.00 0.00 0.00 0.00 79.68 -2.95 78.85 -1.26 -81.71 -72.54 -3.50 -12.33
12056241 80.00 0.00 0.00 0.00 76.99 -2.91 78.86 -1.74 -166.88 2.42 -24.68 -3.24
12072910 80.00 0.00 0.00 0.00 76.99 -2.91 78.32 -1.97 0.00 0.00 -11.68 -14.79
12088893 80.00 0.00 0.00 0.00 79.64 -0.55 78.86 -2.22 159.08 141.79 -1.20 4.54
12105177 80.00 0.00 0.00 0.00 79.64 -0.55 78.59 -1.97 0.00 0.00 -11.53 0.05
12121365 80.00 0.00 0.00 0.00 81.05 -4.17 78.87 -2.22 86.50 -222.75 0.19 -25.21
12137301 80.00 0.00 0.00 0.00 79.68 -2.95 79.40 -2.23 -84.87 75.66 -11.10 -10.32
12153890 80.00 0.00 0.00 0.00 81.05 -4.17 80.21 -2.48 86.21 -76.86 0.16 -25.08
12170622 80.00 0.00 0.00 0.00 79.66 -1.75 80.22 -2.72 -83.94 146.27 0.14 -5.31
12186774 80.00 0.00 0.00 0.00 76.99 -2.91 79.69 -3.19 -159.45 -69.49 -16.28 -4.79
12202781 80.00 0.00 0.00 0.00 81.05 -4.17 79.69 -3.19 251.38 -78.25 16.33 -14.88
12219364 80.00 0.00 0.00 0.00 81.03 -2.97 79.96 -3.19 -1.32 75.28 16.24 -9.86
12236432 80.00 0.00 0.00 0.00 79.70 -4.15 79.69 -3.19 -80.32 -71.32 -0.17 -9.58
12252351 80.00 0.00 0.00 0.00 81.05 -4.17 79.97 -3.68 79.27 -1.30 16.43 -19.78
12268665 80.00 0.00 0.00 0.00 76.99 -2.91 79.97 -3.68 -255.06 79.39 -16.74 -4.78
12284425 80.00 0.00 0.00 0.00 79.70 -4.15 79.70 -3.67 165.95 -76.11 -0.23 -5.02
12301142 80.00 0.00 0.00 0.00 79.70 -4.15 79.43 -3.91 0.00 0.00 10.90 -5.18
12318313 80.00 0.00 0.00 0.00 79.70 -4.15 79.43 -3.91 0.00 0.00 10.90 -5.18
12333533 80.00 0.00 0.00 0.00 82.39 -2.99 79.70 -3.67 156.72 67.71 10.74 -10.12
12349148 80.00 0.00 0.00 0.00 79.70 -4.15 80.24 -3.92 -176.81 -76.39 -1.05 -15.21
12365049 80.00 0.00 0.00 0.00 79.68 -2.95 80.23 -3.68 -1.34 77.02 -6.90 4.77
12381715 80.00 0.00 0.00 0.00 82.39 -2.99 80.77 -3.45 170.56 -2.51 10.12 -0.44
12398150 80.00 0.00 0.00 0.00 82.37 -1.78 81.31 -2.97 -1.14 72.39 4.30 9.51
12413634 80.00 0.00 0.00 0.00 83.78 -4.22 81.58 -3.22 85.56 -148.25 15.60 -10.12
12430452 80.00 0.00 0.00 0.00 82.37 -1.78 82.12 -2.74 -90.81 157.36 20.18 5.00
12446617 80.00 0.00 0.00 0.00 79.68 -2.95 82.12 -2.74 -160.13 -69.36 -7.26 5.59
12462597 80.00 0.00 0.00 0.00 82.39 -2.99 82.12 -2.74 167.77 -2.47 4.01 0.41
12479452 80.00 0.00 0.00 0.00 82.39 -2.99 82.12 -2.99 0.00 0.00 9.37 5.16
12495181 80.00 0.00 0.00 0.00 79.68 -2.95 81.30 -2.73 -160.90 2.37 -6.64 5.41
12511837 80.00 0.00 0.00 0.00 83.74 -1.80 81.58 -2.74 258.03 73.03 27.56 4.99
12528098 80.00 0.00 0.00 0.00 79.66 -1.75 81.57 -2.49 -244.78 3.18 0.18 10.27
12544566 80.00 0.00 0.00 0.00 83.76 -3.01 81.84 -2.50 251.90 -77.60 16.97 5.10
12560328 80.00 0.00 0.00 0.00 82.39 -2.99 81.84 -2.50 -82.93 1.23 11.45 5.18
12576631 80.00 0.00 0.00 0.00 82.37 -1.78 82.38 -2.27 -1.20 76.54 0.92 5.77
12593073 80.00 0.00 0.00 0.00 82.39 -2.99 82.11 -2.50 1.16 -74.00 12.78 5.93
12609527 80.00 0.00 0.00 0.00 82.37 -1.78 82.66 -2.51 -1.15 73.38 12.80 5.69
12625303 80.00 0.00 0.00 0.00 85.11 -1.82 82.93 -2.27 166.37 -2.18 12.52 5.71
12641829 80.00 0.00 0.00 0.00 82.36 -0.58 82.92 -1.79 -174.56 78.69 0.95 6.13
12657975 80.00 0.00 0.00 0.00 82.37 -1.78 82.92 -1.79 1.00 -72.95 -4.68 11.15
12674349 80.00 0.00 0.00 0.00 83.76 -3.01 83.19 -1.79 85.75 -75.98 7.09 -4.41
12690153 80.00 0.00 0.00 0.00 79.66 -1.75 82.65 -1.79 -250.17 77.06 1.09 5.35
12706362 80.00 0.00 0.00 0.00 82.39 -2.99 82.11 -2.02 172.78 -78.56 1.42 0.28
12723388 80.00 0.00 0.00 0.00 82.39 -2.99 82.11 -2.50 0.00 0.00 1.42 0.28
12738956 80.00 0.00 0.00 0.00 82.36 -0.58 82.11 -2.26 -2.08 141.67 12.01 9.57
12755642 80.00 0.00 0.00 0.00 82.37 -1.78 81.83 -2.02 1.06 -77.44 -5.12 -0.46
12772285 80.00 0.00 0.00 0.00 82.37 -1.78 82.38 -2.02 0.00 0.00 11.20 -0.68
12787842 80.00 0.00 0.00 0.00 81.01 -1.76 82.10 -1.78 -81.66 1.06 -11.04 4.57
12805150 80.00 0.00 0.00 0.00 79.66 -1.75 81.55 -1.53 -86.94 1.12 -11.31 4.56
12821085 80.00 0.00 0.00 0.00 81.00 -0.56 81.28 -1.53 77.20 68.51 -6.08 4.03
12836417 80.00 0.00 0.00 0.00 81.01 -1.76 81.01 -1.52 1.03 -75.51 -6.09 3.93
12853381 80.00 0.00 0.00 0.00 82.39 -2.99 81.01 -1.77 89.87 -79.84 -0.02 -6.29
12869092 80.00 0.00 0.00 0.00 79.66 -1.75 80.74 -1.76 -160.96 73.19 -21.85 -1.27
12885349 80.00 0.00 0.00 0.00 81.01 -1.76 81.01 -1.77 86.09 -1.11 -4.47 -6.59
12901536 80.00 0.00 0.00 0.00 79.68 -2.95 80.75 -2.24 -82.06 -72.84 -10.01 -6.58
12918494 80.00 0.00 0.00 0.00 79.68 -2.95 80.48 -2.48 0.00 0.00 -15.72 -1.51
12934846 80.00 0.00 0.00 0.00 82.39 -2.99 80.48 -2.48 159.92 -2.35 11.62 -6.81
12949770 80.00 0.00 0.00 0.00 79.64 -0.55 80.48 -2.24 -167.97 149.36 -11.10 8.39
12966226 80.00 0.00 0.00 0.00 79.66 -1.75 80.21 -2.24 1.08 -80.46 -11.03 3.02
12982079 80.00 0.00 0.00 0.00 81.03 -2.97 80.48 -2.24 83.33 -74.23 -5.33 -11.37
12999438 80.00 0.00 0.00 0.00 79.63 0.65 80.47 -1.52 -88.39 228.50 -11.30 9.03
